year,state,crop,area,production,yield
2017,Tamil Nadu,Maize,324.53,2591.63,7985.79
2010,Telangana,Maize,510.03,2068.57,4055.78
2011,Telangana,Maize,591.35,1892.47,3200.25
2012,Telangana,Maize,662.94,2943.7200000000003,4440.4
2013,Telangana,Maize,750.22,3511.5,4680.63
2014,Telangana,Maize,691.48,2308.05,3337.84
2015,Telangana,Maize,572.7900000000001,1751.0700000000002,3057.09
2016,Telangana,Maize,801.82,2882.47,3594.91
2017,Telangana,Maize,630.4499999999999,2752.14,4365.36
2010,Uttar Pradesh,Maize,778.12,1173.68,1508.35
2011,Uttar Pradesh,Maize,757.4399999999999,1274.25,1682.31
2012,Uttar Pradesh,Maize,736.84,1370.16,1859.51
2013,Uttar Pradesh,Maize,709.52,1326.6,1869.71
2014,Uttar Pradesh,Maize,716.24,1279.99,1787.1
2015,Uttar Pradesh,Maize,703.79,1304.66,1853.76
2016,Uttar Pradesh,Maize,807.01,1525.79,1890.67
2017,Uttar Pradesh,Maize,724.98,1600.25,2207.3
2010,Uttarakhand,Maize,25.4,39.06,1537.8
2011,Uttarakhand,Maize,24.75,37.24,1504.65
2012,Uttarakhand,Maize,25.37,37.47,1476.94
2013,Uttarakhand,Maize,23.04,32.769999999999996,1422.31
2014,Uttarakhand,Maize,23.32,48.519999999999996,2080.62
2015,Uttarakhand,Maize,21.66,37.480000000000004,1730.38
2016,Uttarakhand,Maize,21.259999999999998,35.63,1675.92
2017,Uttarakhand,Maize,20.27,41.32,2038.48
2010,West Bengal,Maize,88.67,352.33,3973.5
2011,West Bengal,Maize,97.86,364.14,3721.03
2012,West Bengal,Maize,123.04,461.44,3750.33
2013,West Bengal,Maize,143.89,620.48,4312.18
2014,West Bengal,Maize,151.82,649.88,4280.6
2015,West Bengal,Maize,153.12,662.44,4326.28
2016,West Bengal,Maize,151.35000000000002,728.19,4811.3
2017,West Bengal,Maize,222.13,1380.86,6216.45
2010,Andhra Pradesh,Minor Pulses,602.04,280.51,465.93
2011,Andhra Pradesh,Minor Pulses,648.99,429.42,661.67
2012,Andhra Pradesh,Minor Pulses,565.06,436.35,772.22
2013,Andhra Pradesh,Minor Pulses,452.03000000000003,327.09,723.6
2014,Andhra Pradesh,Minor Pulses,549.98,482.43,877.18
2015,Andhra Pradesh,Minor Pulses,743.57,585.75,787.75
2016,Andhra Pradesh,Minor Pulses,666.0,417.15000000000003,626.35
2017,Andhra Pradesh,Minor Pulses,607.6,509.35,838.3
2012,Assam,Minor Pulses,132.16,77.72,588.08
2013,Assam,Minor Pulses,140.17,96.11999999999999,685.74
2014,Assam,Minor Pulses,138.56,102.2,737.59
2015,Assam,Minor Pulses,116.62,85.62,734.18
2016,Assam,Minor Pulses,136.59,99.96000000000001,731.83
2017,Assam,Minor Pulses,145.31,108.69,747.99
2010,Bihar,Minor Pulses,456.06,368.54,808.1
2011,Bihar,Minor Pulses,445.91999999999996,402.92,903.57
2012,Bihar,Minor Pulses,432.32,410.91,950.48
2013,Bihar,Minor Pulses,416.7,415.23,996.47
2014,Bihar,Minor Pulses,426.2,342.9,804.55
2015,Bihar,Minor Pulses,415.37,325.11,782.7
2016,Bihar,Minor Pulses,412.8,361.98,876.89
2017,Bihar,Minor Pulses,399.31,358.37,897.47
2010,Chhattisgarh,Minor Pulses,570.9300000000001,294.43,515.7
2011,Chhattisgarh,Minor Pulses,322.39,142.07,440.68
2012,Chhattisgarh,Minor Pulses,538.64,225.84,419.28
2013,Chhattisgarh,Minor Pulses,505.24,232.96,461.09
2014,Chhattisgarh,Minor Pulses,504.83000000000004,359.32,711.76
2015,Chhattisgarh,Minor Pulses,468.16,235.12,502.22
2016,Chhattisgarh,Minor Pulses,413.12,310.67,752.01
2017,Chhattisgarh,Minor Pulses,392.21,190.01,484.46
2010,Gujarat,Minor Pulses,437.90000000000003,249.1,568.85
2011,Gujarat,Minor Pulses,472.59999999999997,249.24,527.38
2012,Gujarat,Minor Pulses,261.5,138.7,530.4
2013,Gujarat,Minor Pulses,318.23,177.71,558.43
2014,Gujarat,Minor Pulses,225.13,129.78,576.47
2015,Gujarat,Minor Pulses,245.19,136.07,554.96
2016,Gujarat,Minor Pulses,439.1,255.94,582.87
2017,Gujarat,Minor Pulses,344.39,229.35,665.96
2012,Haryana,Minor Pulses,19.97,136.69,6844.77
2013,Haryana,Minor Pulses,14.2,8.65,609.15
2014,Haryana,Minor Pulses,16.2,11.59,715.43
2015,Haryana,Minor Pulses,20.3,7.5,369.46
2016,Haryana,Minor Pulses,30.39,115.5,3800.59
2017,Haryana,Minor Pulses,20.71,94.79,4577.02
2010,Himachal Pradesh,Minor Pulses,27.23,30.95,1136.61
2011,Himachal Pradesh,Minor Pulses,1.68,9.25,5505.95
2012,Himachal Pradesh,Minor Pulses,32.95,47.949999999999996,1455.24
2014,Himachal Pradesh,Minor Pulses,30.61,53.92,1761.52
2015,Himachal Pradesh,Minor Pulses,29.43,57.080000000000005,1939.52
2016,Himachal Pradesh,Minor Pulses,20.89,9.34,447.1
2017,Himachal Pradesh,Minor Pulses,28.07,56.95,2028.86
2010,Jharkhand,Minor Pulses,1.57,1.24,789.81
2011,Jharkhand,Minor Pulses,5.11,5.05,988.26
2012,Jharkhand,Minor Pulses,10.299999999999999,9.82,953.4
2013,Jharkhand,Minor Pulses,10.59,8.780000000000001,829.08
2014,Jharkhand,Minor Pulses,11.49,9.77,850.3
2015,Jharkhand,Minor Pulses,58.290000000000006,34.47,591.35
2016,Jharkhand,Minor Pulses,35.699999999999996,34.85,976.19
2010,Karnataka,Minor Pulses,940.35,398.97,424.28
2011,Karnataka,Minor Pulses,722.11,299.73,415.08
2012,Karnataka,Minor Pulses,629.62,260.31,413.44
2013,Karnataka,Minor Pulses,724.78,314.57,434.02
2014,Karnataka,Minor Pulses,654.36,262.82,401.64
2015,Karnataka,Minor Pulses,755.38,273.63,362.24
2016,Karnataka,Minor Pulses,750.73,289.6,385.76
2017,Karnataka,Minor Pulses,876.1,396.6,452.69
2010,Kerala,Minor Pulses,3.82,2.9,759.16
2011,Kerala,Minor Pulses,3.6799999999999997,3.13,850.54
2012,Kerala,Minor Pulses,1.79,1.26,703.91
2013,Kerala,Minor Pulses,2.09,0.0,0.0
2014,Kerala,Minor Pulses,2.13,0.0,0.0
2015,Kerala,Minor Pulses,2.3400000000000003,2.42,1034.19
2016,Kerala,Minor Pulses,1.5499999999999998,1.42,916.13
2017,Kerala,Minor Pulses,1.8,1.6199999999999999,900.0
2010,Madhya Pradesh,Minor Pulses,1670.9,552.0,330.36
2011,Madhya Pradesh,Minor Pulses,1599.8,533.0,333.17
2013,Madhya Pradesh,Minor Pulses,2054.35,1863.59,907.14
2014,Madhya Pradesh,Minor Pulses,1776.65,1147.91,646.11
2015,Madhya Pradesh,Minor Pulses,2183.0,1646.8700000000001,754.41
2016,Madhya Pradesh,Minor Pulses,2518.0,2402.12,953.98
2017,Madhya Pradesh,Minor Pulses,3243.47,3245.77,1000.71
2010,Maharashtra,Minor Pulses,1297.97,819.91,631.69
2011,Maharashtra,Minor Pulses,986.2,582.05,590.19
2012,Maharashtra,Minor Pulses,974.47,486.83,499.58
2013,Maharashtra,Minor Pulses,1370.0,840.06,613.18
2014,Maharashtra,Minor Pulses,775.4,240.0,309.52
2015,Maharashtra,Minor Pulses,864.92,211.68,244.74
2016,Maharashtra,Minor Pulses,991.53,552.35,557.07
2017,Maharashtra,Minor Pulses,965.9200000000001,384.4,397.96
2010,Orissa,Minor Pulses,1902.18,841.69,442.49
2011,Orissa,Minor Pulses,1822.48,775.73,425.65
2012,Orissa,Minor Pulses,1859.8400000000001,876.38,471.21
2013,Orissa,Minor Pulses,1902.27,897.5,471.8
2014,Orissa,Minor Pulses,1895.6200000000001,896.58,472.97
2015,Orissa,Minor Pulses,1687.19,783.4399999999999,464.35
2016,Orissa,Minor Pulses,1810.97,847.41,467.93
2017,Orissa,Minor Pulses,1876.52,926.65,493.81
2012,Punjab,Minor Pulses,10.0,7.5,750.0
2013,Punjab,Minor Pulses,14.2,11.93,840.14
2014,Punjab,Minor Pulses,11.809999999999999,9.69,820.49
2015,Punjab,Minor Pulses,12.5,11.09,887.2
2016,Punjab,Minor Pulses,10.700000000000001,9.7,906.54
2017,Punjab,Minor Pulses,25.799999999999997,21.8,844.96
2010,Rajasthan,Minor Pulses,2950.21,1637.43,555.02
2011,Rajasthan,Minor Pulses,2996.19,1350.1299999999999,450.62
2012,Rajasthan,Minor Pulses,1975.66,663.23,335.7
2013,Rajasthan,Minor Pulses,2259.81,820.77,363.2
2014,Rajasthan,Minor Pulses,2092.7599999999998,1029.24,491.81
2015,Rajasthan,Minor Pulses,2912.63,1143.23,392.51
2016,Rajasthan,Minor Pulses,4173.59,1984.98,475.6
2017,Rajasthan,Minor Pulses,4275.79,1932.63,451.99
2010,Tamil Nadu,Minor Pulses,593.71,216.61,364.84
2012,Tamil Nadu,Minor Pulses,463.46,174.94,377.47
2013,Tamil Nadu,Minor Pulses,747.17,550.36,736.59
2014,Tamil Nadu,Minor Pulses,877.08,762.71,869.6
2015,Tamil Nadu,Minor Pulses,882.77,581.8,659.06
2016,Tamil Nadu,Minor Pulses,634.36,253.05,398.91
2017,Tamil Nadu,Minor Pulses,770.26,497.78,646.25
2010,Telangana,Minor Pulses,306.96000000000004,175.07,570.33
2011,Telangana,Minor Pulses,234.64,133.52,569.04
2012,Telangana,Minor Pulses,223.0,174.29,781.57
2013,Telangana,Minor Pulses,186.6,137.37,736.17
2014,Telangana,Minor Pulses,128.17,72.28,563.94
2015,Telangana,Minor Pulses,152.98,92.17,602.5
2016,Telangana,Minor Pulses,205.53,141.35,687.73
2017,Telangana,Minor Pulses,143.6,102.42,713.23
2010,Uttar Pradesh,Minor Pulses,1525.3700000000001,1172.77,768.84
2011,Uttar Pradesh,Minor Pulses,1526.79,1392.76,912.21
2012,Uttar Pradesh,Minor Pulses,1452.04,1331.06,916.68
2013,Uttar Pradesh,Minor Pulses,1341.84,898.57,669.66
2015,Uttar Pradesh,Minor Pulses,1348.97,959.62,711.37
2016,Uttar Pradesh,Minor Pulses,1609.23,1406.28,873.88
2017,Uttar Pradesh,Minor Pulses,1481.4099999999999,1291.8,872.01
2015,Uttarakhand,Minor Pulses,50.44,41.99,832.47
2016,Uttarakhand,Minor Pulses,50.61,42.6,841.73
2017,Uttarakhand,Minor Pulses,50.91,43.449999999999996,853.47
2010,West Bengal,Minor Pulses,173.38,150.65,868.9
2011,West Bengal,Minor Pulses,174.5,129.02,739.37
2012,West Bengal,Minor Pulses,191.53,169.9,887.07
2013,West Bengal,Minor Pulses,206.99,183.47,886.37
2014,West Bengal,Minor Pulses,220.46,197.1,894.04
2015,West Bengal,Minor Pulses,310.62,228.74,736.4
2016,West Bengal,Minor Pulses,274.81,242.51,882.46
2017,West Bengal,Minor Pulses,403.8,357.71,885.86
2010,Andhra Pradesh,Oilseeds,1974.08,2372.65,1201.9
2011,Andhra Pradesh,Oilseeds,1649.8899999999999,1742.74,1056.28
2012,Andhra Pradesh,Oilseeds,1591.5900000000001,1988.28,1249.24
2013,Andhra Pradesh,Oilseeds,1540.83,2242.26,1455.23
2014,Andhra Pradesh,Oilseeds,1236.82,1903.55,1539.07
2015,Andhra Pradesh,Oilseeds,1100.0900000000001,2180.23,1981.87
2016,Andhra Pradesh,Oilseeds,1332.29,2491.36,1869.98
2017,Andhra Pradesh,Oilseeds,914.7,2876.52,3144.77
2010,Assam,Oilseeds,259.17,151.75,585.52
2012,Assam,Oilseeds,301.97,185.36,613.84
2013,Assam,Oilseeds,298.59999999999997,184.60999999999999,618.25
2014,Assam,Oilseeds,301.96,203.26,673.14
2015,Assam,Oilseeds,305.2,212.08,694.89
2013,Bihar,Oilseeds,121.16,155.69,1285.0
2014,Bihar,Oilseeds,116.05,126.9,1093.49
2010,Chhattisgarh,Oilseeds,321.53999999999996,219.42,682.4
2011,Chhattisgarh,Oilseeds,306.73,178.67000000000002,582.5
2012,Chhattisgarh,Oilseeds,306.36,223.94,730.97
2013,Chhattisgarh,Oilseeds,301.31,211.32999999999998,701.37
2014,Chhattisgarh,Oilseeds,291.63,147.63,506.22
2015,Chhattisgarh,Oilseeds,302.6,130.28,430.54
2010,Gujarat,Oilseeds,3110.0,5141.8,1653.31
2011,Gujarat,Oilseeds,3129.8,5035.0,1608.73
2012,Gujarat,Oilseeds,2449.4,2854.8900000000003,1165.55
2013,Gujarat,Oilseeds,2950.1,7398.13,2507.76
2014,Gujarat,Oilseeds,2325.42,4168.25,1792.47
2015,Gujarat,Oilseeds,2370.68,3496.05,1474.7
2010,Haryana,Oilseeds,521.0,964.89,1852.0
2011,Haryana,Oilseeds,545.8,754.8,1382.92
2012,Haryana,Oilseeds,567.61,930.0,1638.45
2013,Haryana,Oilseeds,548.49,899.0999999999999,1639.23
2014,Haryana,Oilseeds,495.4,739.5,1492.73
2015,Haryana,Oilseeds,526.79,851.8000000000001,1616.96
2016,Haryana,Oilseeds,522.9,984.6999999999999,1883.15
2017,Haryana,Oilseeds,559.5999999999999,1134.6999999999998,2027.7
2010,Himachal Pradesh,Oilseeds,13.030000000000001,6.28,481.96
2012,Himachal Pradesh,Oilseeds,12.860000000000001,6.04,469.67
2014,Himachal Pradesh,Oilseeds,12.23,6.62,541.29
2015,Himachal Pradesh,Oilseeds,10.14,5.82,573.96
2010,Jharkhand,Oilseeds,10.51,7.82,744.05
2011,Jharkhand,Oilseeds,7.51,6.49,864.18
2012,Jharkhand,Oilseeds,21.27,18.95,890.93
2013,Jharkhand,Oilseeds,31.79,32.13,1010.7
2014,Jharkhand,Oilseeds,27.740000000000002,24.22,873.11
2015,Jharkhand,Oilseeds,37.160000000000004,31.64,851.45
2010,Karnataka,Oilseeds,1622.53,1093.13,673.72
2011,Karnataka,Oilseeds,1406.4,883.88,628.47
2012,Karnataka,Oilseeds,1387.96,801.18,577.24
2013,Karnataka,Oilseeds,1414.24,1121.49,793.0
2014,Karnataka,Oilseeds,1371.8,899.41,655.64
2015,Karnataka,Oilseeds,1288.72,0.0,0.0
2010,Kerala,Oilseeds,773.86,0.0,0.0
2011,Kerala,Oilseeds,824.22,0.0,0.0
2012,Kerala,Oilseeds,800.23,0.0,0.0
2013,Kerala,Oilseeds,810.51,0.0,0.0
2014,Kerala,Oilseeds,795.37,0.0,0.0
2015,Kerala,Oilseeds,791.63,0.0,0.0
2010,Madhya Pradesh,Oilseeds,7012.7,8118.8,1157.73
2011,Madhya Pradesh,Oilseeds,7181.82,7712.9,1073.95
2013,Madhya Pradesh,Oilseeds,7560.45,7107.74,940.12
2014,Madhya Pradesh,Oilseeds,6932.32,7611.92,1098.03
2015,Madhya Pradesh,Oilseeds,7265.23,5139.53,707.41
2010,Maharashtra,Oilseeds,3624.04,5045.84,1392.32
2011,Maharashtra,Oilseeds,3701.62,4518.49,1220.68
2012,Maharashtra,Oilseeds,3691.34,5159.94,1397.85
2013,Maharashtra,Oilseeds,4467.0,5255.35,1176.48
2014,Maharashtra,Oilseeds,4211.2,2278.3,541.01
2015,Maharashtra,Oilseeds,4194.7,2166.12,516.39
2010,Orissa,Oilseeds,771.68,638.01,826.78
2011,Orissa,Oilseeds,765.09,663.69,867.47
2012,Orissa,Oilseeds,750.55,689.87,919.15
2013,Orissa,Oilseeds,752.4,698.57,928.46
2014,Orissa,Oilseeds,741.58,679.9399999999999,916.88
2015,Orissa,Oilseeds,630.67,564.29,894.75
2016,Orissa,Oilseeds,630.71,560.61,888.86
2017,Orissa,Oilseeds,603.37,535.34,887.25
2012,Punjab,Oilseeds,51.6,70.2,1360.47
2013,Punjab,Oilseeds,51.0,63.71,1249.22
2014,Punjab,Oilseeds,47.49,59.3,1248.68
2015,Punjab,Oilseeds,46.379999999999995,59.39,1280.51
2010,Rajasthan,Oilseeds,5488.52,6604.8,1203.38
2011,Rajasthan,Oilseeds,4626.46,5765.08,1246.11
2012,Rajasthan,Oilseeds,4918.17,6371.14,1295.43
2013,Rajasthan,Oilseeds,5279.15,6040.56,1144.23
2014,Rajasthan,Oilseeds,4461.6900000000005,5320.55,1192.5
2015,Rajasthan,Oilseeds,4843.27,5511.15,1137.9
2010,Tamil Nadu,Oilseeds,865.65,0.0,0.0
2012,Tamil Nadu,Oilseeds,819.51,0.0,0.0
2013,Tamil Nadu,Oilseeds,407.84,961.35,2357.17
2014,Tamil Nadu,Oilseeds,415.15,984.1800000000001,2370.66
2015,Tamil Nadu,Oilseeds,406.44,931.98,2293.03
2010,Telangana,Oilseeds,497.59,701.4399999999999,1409.67
2011,Telangana,Oilseeds,449.14,587.93,1309.01
2012,Telangana,Oilseeds,508.83000000000004,806.62,1585.24
2013,Telangana,Oilseeds,589.23,881.24,1495.58
2014,Telangana,Oilseeds,500.71,721.51,1440.97
2015,Telangana,Oilseeds,453.53,477.62,1053.12
2010,Uttar Pradesh,Oilseeds,1067.82,892.81,836.11
2011,Uttar Pradesh,Oilseeds,1059.8,884.68,834.76
2012,Uttar Pradesh,Oilseeds,1147.17,1028.48,896.54
2013,Uttar Pradesh,Oilseeds,1103.79,826.25,748.56
2015,Uttar Pradesh,Oilseeds,2.26,2.12,938.05
2015,Uttarakhand,Oilseeds,25.349999999999998,27.61,1089.15
2010,West Bengal,Oilseeds,670.76,703.29,1048.5
2011,West Bengal,Oilseeds,678.77,710.51,1046.76
2012,West Bengal,Oilseeds,727.5,820.9,1128.38
2013,West Bengal,Oilseeds,745.4,840.4,1127.45
2014,West Bengal,Oilseeds,760.9,858.0,1127.61
2010,Andhra Pradesh,Pearl Millet,48.220000000000006,88.31,1831.4
2011,Andhra Pradesh,Pearl Millet,31.83,51.53,1618.91
2012,Andhra Pradesh,Pearl Millet,56.739999999999995,98.67,1738.98
2013,Andhra Pradesh,Pearl Millet,49.230000000000004,81.85,1662.6
2014,Andhra Pradesh,Pearl Millet,28.2,38.5,1365.25
2015,Andhra Pradesh,Pearl Millet,36.75,65.04,1769.8
2016,Andhra Pradesh,Pearl Millet,41.879999999999995,71.95,1718.0
2017,Andhra Pradesh,Pearl Millet,48.36,93.18,1926.8
2010,Bihar,Pearl Millet,4.85,5.44,1121.65
2011,Bihar,Pearl Millet,4.46,5.0,1121.08
2012,Bihar,Pearl Millet,4.26,4.84,1136.15
2013,Bihar,Pearl Millet,2.64,3.0100000000000002,1140.15
2014,Bihar,Pearl Millet,3.28,3.73,1137.2
2015,Bihar,Pearl Millet,4.1,4.63,1129.27
2016,Bihar,Pearl Millet,3.56,4.04,1134.83
2017,Bihar,Pearl Millet,4.369999999999999,4.97,1137.3
2010,Chhattisgarh,Pearl Millet,1.67,2.41,1443.11
2010,Gujarat,Pearl Millet,872.4,1500.9,1720.43
2011,Gujarat,Pearl Millet,866.3000000000001,1612.0,1860.79
2012,Gujarat,Pearl Millet,599.4,1044.9,1743.24
2013,Gujarat,Pearl Millet,672.13,1360.1799999999998,2023.69
2014,Gujarat,Pearl Millet,453.06,1010.13,2229.57
2015,Gujarat,Pearl Millet,391.21999999999997,885.96,2264.61
2016,Gujarat,Pearl Millet,431.36,911.6,2113.32
2017,Gujarat,Pearl Millet,397.18,964.93,2429.45
2010,Haryana,Pearl Millet,659.6,1183.0,1793.51
2011,Haryana,Pearl Millet,576.2,1175.0,2039.22
2012,Haryana,Pearl Millet,410.74,791.0,1925.79
2013,Haryana,Pearl Millet,403.0,829.0,2057.07
2014,Haryana,Pearl Millet,393.0,683.0,1737.91
2015,Haryana,Pearl Millet,369.90000000000003,651.0,1759.94
2016,Haryana,Pearl Millet,467.11,964.0,2063.75
2017,Haryana,Pearl Millet,449.3,721.0,1604.72
2012,Himachal Pradesh,Pearl Millet,2.44,1.23,504.1
2013,Himachal Pradesh,Pearl Millet,0.73,0.4,547.95
2014,Himachal Pradesh,Pearl Millet,0.66,0.34,515.15
2017,Jharkhand,Pearl Millet,0.61,0.34,557.38
2010,Karnataka,Pearl Millet,309.26,334.0,1080.0
2011,Karnataka,Pearl Millet,285.53,278.01,973.66
2012,Karnataka,Pearl Millet,274.63,285.16999999999996,1038.38
2013,Karnataka,Pearl Millet,280.46999999999997,330.93,1179.91
2014,Karnataka,Pearl Millet,234.3,248.61,1061.08
2015,Karnataka,Pearl Millet,166.35000000000002,110.75,665.76
2016,Karnataka,Pearl Millet,242.33,255.64999999999998,1054.97
2017,Karnataka,Pearl Millet,231.55,367.25,1586.05
2010,Madhya Pradesh,Pearl Millet,200.51,384.14000000000004,1915.81
2011,Madhya Pradesh,Pearl Millet,199.99,388.16,1940.9
2012,Madhya Pradesh,Pearl Millet,193.05,388.4,2011.91
2013,Madhya Pradesh,Pearl Millet,191.35999999999999,401.61,2098.71
2014,Madhya Pradesh,Pearl Millet,225.0,428.0,1902.22
2015,Madhya Pradesh,Pearl Millet,269.0,617.0,2293.68
2016,Madhya Pradesh,Pearl Millet,279.0,776.0,2781.36
2017,Madhya Pradesh,Pearl Millet,309.94,754.74,2435.12
2010,Maharashtra,Pearl Millet,1034.6,1123.4,1085.83
2011,Maharashtra,Pearl Millet,838.2,823.29,982.21
2012,Maharashtra,Pearl Millet,788.2,504.54,640.12
2013,Maharashtra,Pearl Millet,761.6,787.9,1034.53
2014,Maharashtra,Pearl Millet,864.8,537.9,621.99
2015,Maharashtra,Pearl Millet,800.6,332.9,415.81
2016,Maharashtra,Pearl Millet,837.08,799.75,955.4
2017,Maharashtra,Pearl Millet,787.83,669.19,849.41
2010,Orissa,Pearl Millet,3.34,2.0700000000000003,619.76
2011,Orissa,Pearl Millet,3.09,1.9,614.89
2012,Orissa,Pearl Millet,2.84,1.73,609.15
2013,Orissa,Pearl Millet,3.0300000000000002,1.8499999999999999,610.56
2014,Orissa,Pearl Millet,2.35,1.44,612.77
2015,Orissa,Pearl Millet,2.11,1.29,611.37
2016,Orissa,Pearl Millet,1.8399999999999999,1.1300000000000001,614.13
2017,Orissa,Pearl Millet,1.76,1.09,619.32
2010,Punjab,Pearl Millet,3.0,3.0,1000.0
2011,Punjab,Pearl Millet,3.0,3.0,1000.0
2012,Punjab,Pearl Millet,3.0,3.0,1000.0
2013,Punjab,Pearl Millet,0.8,0.8,1000.0
2016,Punjab,Pearl Millet,1.2,0.7,583.33
2017,Punjab,Pearl Millet,1.0,0.6,600.0
2010,Rajasthan,Pearl Millet,5488.76,6091.41,1109.8
2011,Rajasthan,Pearl Millet,5027.99,6301.77,1253.34
2012,Rajasthan,Pearl Millet,3988.93,3870.69,970.36
2013,Rajasthan,Pearl Millet,4446.97,4135.03,929.85
2014,Rajasthan,Pearl Millet,4108.16,4465.0,1086.86
2015,Rajasthan,Pearl Millet,4076.44,3220.85,790.11
2016,Rajasthan,Pearl Millet,4177.75,4163.96,996.7
2017,Rajasthan,Pearl Millet,4264.34,3756.7799999999997,880.98
2010,Tamil Nadu,Pearl Millet,49.480000000000004,77.38,1563.86
2011,Tamil Nadu,Pearl Millet,46.69,114.47,2451.7
2012,Tamil Nadu,Pearl Millet,42.93,56.510000000000005,1316.33
2013,Tamil Nadu,Pearl Millet,54.39,117.44,2159.22
2014,Tamil Nadu,Pearl Millet,57.730000000000004,177.59,3076.22
2015,Tamil Nadu,Pearl Millet,51.62,134.34,2602.48
2016,Tamil Nadu,Pearl Millet,49.66,102.24999999999999,2059.0
2017,Tamil Nadu,Pearl Millet,63.03,143.55,2277.49
2010,Telangana,Pearl Millet,19.130000000000003,13.86,724.52
2011,Telangana,Pearl Millet,11.33,7.109999999999999,627.54
2012,Telangana,Pearl Millet,9.82,12.1,1232.18
2013,Telangana,Pearl Millet,13.23,12.450000000000001,941.04
2014,Telangana,Pearl Millet,11.2,10.51,938.39
2015,Telangana,Pearl Millet,5.91,5.53,935.7
2016,Telangana,Pearl Millet,16.700000000000003,14.52,869.46
2017,Telangana,Pearl Millet,8.77,9.25,1054.73
2010,Uttar Pradesh,Pearl Millet,940.01,1567.46,1667.49
2011,Uttar Pradesh,Pearl Millet,913.55,1652.03,1808.36
2012,Uttar Pradesh,Pearl Millet,900.54,1757.79,1951.93
2013,Uttar Pradesh,Pearl Millet,919.03,1868.19,2032.78
2014,Uttar Pradesh,Pearl Millet,951.74,1808.1399999999999,1899.83
2015,Uttar Pradesh,Pearl Millet,974.89,1775.72,1821.46
2016,Uttar Pradesh,Pearl Millet,907.1999999999999,1736.29,1913.9
2017,Uttar Pradesh,Pearl Millet,925.38,1795.19,1939.95
2010,Andhra Pradesh,Pigeonpea,296.68,114.22,384.99
2011,Andhra Pradesh,Pigeonpea,182.86,55.38,302.85
2012,Andhra Pradesh,Pigeonpea,204.25,98.02,479.9
2013,Andhra Pradesh,Pigeonpea,184.14,103.95,564.52
2014,Andhra Pradesh,Pigeonpea,150.55,75.81,503.55
2015,Andhra Pradesh,Pigeonpea,220.31,132.14000000000001,599.79
2016,Andhra Pradesh,Pigeonpea,349.44,132.98000000000002,380.55
2017,Andhra Pradesh,Pigeonpea,279.51,120.1,429.68
2010,Assam,Pigeonpea,7.03,5.0,711.24
2011,Assam,Pigeonpea,5.61,4.38,780.75
2012,Assam,Pigeonpea,5.84,4.83,827.05
2013,Assam,Pigeonpea,6.05,5.55,917.36
2014,Assam,Pigeonpea,5.96,5.6499999999999995,947.99
2015,Assam,Pigeonpea,6.29,5.510000000000001,875.99
2016,Assam,Pigeonpea,5.63,4.81,854.35
2017,Assam,Pigeonpea,5.54,4.63,835.74
2010,Bihar,Pigeonpea,25.52,39.47,1546.63
2011,Bihar,Pigeonpea,22.16,42.07,1898.47
2012,Bihar,Pigeonpea,22.14,47.13,2128.73
2013,Bihar,Pigeonpea,21.92,36.48,1664.23
2014,Bihar,Pigeonpea,19.9,28.53,1433.67
2015,Bihar,Pigeonpea,23.56,37.17,1577.67
2016,Bihar,Pigeonpea,20.96,32.18,1535.31
2017,Bihar,Pigeonpea,18.49,25.1,1357.49
2010,Chhattisgarh,Pigeonpea,55.48,24.12,434.75
2011,Chhattisgarh,Pigeonpea,52.89,23.689999999999998,447.91
2012,Chhattisgarh,Pigeonpea,51.84,31.02,598.38
2013,Chhattisgarh,Pigeonpea,52.839999999999996,29.47,557.72
2014,Chhattisgarh,Pigeonpea,55.33,35.04,633.29
2015,Chhattisgarh,Pigeonpea,65.12,30.61,470.06
2016,Chhattisgarh,Pigeonpea,63.489999999999995,39.06,615.21
2017,Chhattisgarh,Pigeonpea,63.239999999999995,25.759999999999998,407.34
2010,Gujarat,Pigeonpea,276.71,272.91,986.27
2011,Gujarat,Pigeonpea,244.4,257.5,1053.6
2012,Gujarat,Pigeonpea,228.1,270.2,1184.57
2013,Gujarat,Pigeonpea,209.91,208.96,995.47
2014,Gujarat,Pigeonpea,219.85000000000002,239.3,1088.47
2015,Gujarat,Pigeonpea,229.43,281.85,1228.48
2016,Gujarat,Pigeonpea,348.23,394.12,1131.78
2017,Gujarat,Pigeonpea,271.19,337.08,1242.97
2012,Haryana,Pigeonpea,8.55,9.14,1069.01
2013,Haryana,Pigeonpea,9.399999999999999,10.5,1117.02
2014,Haryana,Pigeonpea,4.0,2.5,625.0
2010,Jharkhand,Pigeonpea,18.24,22.7,1244.52
2011,Jharkhand,Pigeonpea,18.03,29.160000000000004,1617.3
2012,Jharkhand,Pigeonpea,18.85,29.78,1579.84
2013,Jharkhand,Pigeonpea,39.739999999999995,57.18,1438.85
2014,Jharkhand,Pigeonpea,32.91,44.95,1365.85
2015,Jharkhand,Pigeonpea,26.94,31.919999999999998,1184.86
2016,Jharkhand,Pigeonpea,38.11000000000001,79.07000000000001,2074.78
2017,Jharkhand,Pigeonpea,245.1,256.85,1047.94
2010,Karnataka,Pigeonpea,891.55,524.74,588.57
2011,Karnataka,Pigeonpea,767.38,355.44,463.19
2012,Karnataka,Pigeonpea,659.75,467.11,708.01
